Group,Sample_Index,X_Coordinate,Y_Coordinate
Group 1,0,0.6243758563081307,-3.1395546762204307
Group 1,1,-2.2747949280805817,-2.745398037676967
Group 1,2,-2.6162214319318773,-1.6665652162987188
Group 1,3,-1.2919965936210884,-1.614201544466109
Group 1,4,-3.4845601868068794,0.6717424021939843
Group 1,5,1.7094062549700568,-3.210254298978458
Group 1,6,-1.7443756664367684,-1.609336604999666
Group 1,7,5.332994687365275,-1.9578719379071727
Group 1,8,1.705688924418082,0.08495512839138351
Group 1,9,2.1823798038123883,-1.436245864990432
Group 1,10,1.6057906559151858,-0.19241503977897761
Group 1,11,-0.9038538214002132,-1.6634905148328762
Group 1,12,3.8023041874587262,-4.2225350841534635
Group 1,13,1.4372952181075556,-2.0431549724246425
Group 1,14,-2.582265227811843,-1.1269601493729096
Group 1,15,-0.0434896356827712,-4.8247253120878755
Group 1,16,-1.5586638064797596,-2.1291045391863395
Group 1,17,-1.95199377640135,-2.758620056392905
Group 1,18,-3.409854651663297,-2.426576974409764
Group 1,19,-0.4599876977211357,-0.2858865971608563
Group 1,20,-0.7718335343677092,-1.7479102910497697
Group 1,21,2.6134376201139267,3.7432262180212015
Group 1,22,-4.462706743802679,0.560300293431235
Group 1,23,1.0201844101097186,1.5685064641064987
Group 1,24,-2.64395333677589,-2.4247083451156506
Group 1,25,-2.639536394308315,-0.8338889708532331
Group 1,26,-2.6645660316927233,0.835661027733674
Group 1,27,-2.090991220721931,-1.9380115515940723
Group 1,28,-1.5790453932647954,-1.6721989363835814
Group 1,29,-1.6629729113721712,-1.4469002790237204
Group 1,30,-0.3485605475021434,-1.9309958791200887
Group 1,31,-0.5787103068157133,-3.7728111881312016
Group 1,32,-0.4519277073654808,0.8435742719081274
Group 1,33,-0.8190293515663996,-3.677296989007024
Group 1,34,-2.2010257500093764,-4.664369500199678
Group 1,35,0.34405920941471946,-4.576575512774216
Group 1,36,0.6379307262927001,-0.48579231710604676
Group 1,37,-3.7844999886355417,-0.12574264894076181
Group 1,38,2.5009863158608447,1.6749807375651673
Group 1,39,-1.0468729546861604,-2.51136181601912
Group 1,40,-2.4606996210619263,-1.1118429962583178
Group 1,41,4.7491537295258315,6.030613616299049
Group 1,42,-2.5759569079285276,-1.5997724055568971
Group 1,43,1.3371154004465633,0.03105785953014182
Group 1,44,2.70662280048999,0.1277970177220551
